              Procedure           Image            Address        Calls Instructions
         init_thr_alarm          mysqld       56545a394bb0            1          108
     my_init_stacktrace          mysqld       56545a393cb0            1            4
           queue_insert          mysqld       56545a3937c0            1           34
           resize_queue          mysqld       56545a3936f0            1           25
  my_thread_global_init          mysqld       56545a3929c0            1           84
   my_thread_global_end          mysqld       56545a3925f0            1           55
my_thread_destroy_internal_mutex          mysqld       56545a3923f0            1           25
my_thread_destroy_common_mutex          mysqld       56545a3922a0            1           49
               my_sleep          mysqld       56545a391610            1           19
              my_rename          mysqld       56545a3913e0            1           32
          pthread_dummy          mysqld       56545a390f20            1            5
           my_once_free          mysqld       56545a3906e0            1          164
              my_memdup          mysqld       56545a390310            1           22
               my_fstat          mysqld       56545a38f9e0            1            7
                 my_end          mysqld       56545a38f6d0            1           42
                my_init          mysqld       56545a38f4a0            1           67
               my_setwd          mysqld       56545a38e360            1           41
               my_getwd          mysqld       56545a38e220            1           23
           my_time_init          mysqld       56545a38e1c0            1            4
     my_cleanup_options          mysqld       56545a38d790            1          244
getopt_double_limit_value          mysqld       56545a38c020            1           37
           my_gethwaddr          mysqld       56545a38b560            1          134
  my_set_max_open_files          mysqld       56545a38aae0            1           66
my_error_unregister_all          mysqld       56545a38aa40            1           14
             my_message          mysqld       56545a38a910            1            6
        my_printf_error          mysqld       56545a38a7b0            1           43
            free_tmpdir          mysqld       56545a3876a0            1           27
            init_tmpdir          mysqld       56545a3873d0            1           90
    multi_keycache_free          mysqld       56545a37aeb0            1            5
    multi_keycache_init          mysqld       56545a37ae90            1            8
          end_key_cache          mysqld       56545a37aaa0            1           27
         init_key_cache          mysqld       56545a37a620            1           72
            my_b_printf          mysqld       56545a373300            1           19
           my_b_vprintf          mysqld       56545a372bf0            1          333
  real_open_cached_file          mysqld       56545a36e9c0            1           36
        my_hash_iterate          mysqld       56545a36e700            1            6
          free_defaults          mysqld       56545a36d460            1           22
          load_defaults          mysqld       56545a36d440            1            5
       my_load_defaults          mysqld       56545a36cf10            1          203
 my_search_option_files          mysqld       56545a36ca80            1          196
   get_defaults_options          mysqld       56545a36c950            1           24
       get_charsets_dir          mysqld       56545a36a210            1           17
_ZNSt3mapImmSt4lessImESaISt4pairIKmmEEED1Ev          mysqld       56545a16e390            1           15
_ZNSt8_Rb_treeImSt4pairIKmmESt10_Select1stIS2_ESt4lessImESaIS2_EE8_M_eraseEPSt13_Rb_tree_nodeIS2_E          mysqld       56545a16e1c0            1           19
                  .text          mysqld       56545a08f9a0            1     19347089
_ZN19Event_db_repository19check_system_tablesEP3THD          mysqld       565459f81e30            1          739
_ZN19Event_db_repository16open_event_tableEP3THD13thr_lock_typePP5TABLE          mysqld       565459f80fc0            1          268
   _ZN11Event_queueD2Ev          mysqld       565459f7f810            1           19
_ZN11Event_queue12deinit_queueEv          mysqld       565459f7f7c0            1           19
_ZN11Event_queue10init_queueEP3THD          mysqld       565459f7f730            1           29
_ZN11Event_queue11empty_queueEv          mysqld       565459f7f590            1           19
   _ZN11Event_queueC1Ev          mysqld       565459f7f380            1           43
_ZN15Event_schedulerD1Ev          mysqld       565459f7f160            1           19
_ZN15Event_scheduler4stopEv          mysqld       565459f7ef30            1           35
_ZN15Event_scheduler11unlock_dataEPKcj          mysqld       565459f7e7c0            1           16
_ZN15Event_scheduler9lock_dataEPKcj          mysqld       565459f7e720            1           27
_ZN15Event_schedulerC2EP11Event_queue          mysqld       565459f7e3a0            1           43
 _ZN13table_mappingD1Ev          mysqld       565459f7d8a0            1           13
 _ZN13table_mappingC2Ev          mysqld       565459f7d840            1           25
_Z21prep_alter_part_tableP3THDP5TABLEP10Alter_infoP14HA_CREATE_INFOP15Alter_table_ctxPbS9_          mysqld       565459f6e790            1           46
_ZN17Proc_table_intactD2Ev          mysqld       565459f427b0            1            4
_ZN19Gtid_list_log_event13get_type_codeEv          mysqld       565459f1a860            1            5
_ZN27Binlog_checkpoint_log_event13get_type_codeEv          mysqld       565459f1a810            1            5
_ZN14Stop_log_event13get_type_codeEv          mysqld       565459f1a7a0            1            5
_ZN9Log_event14read_log_eventEP11st_io_cacheP14st_mysql_mutexPK28Format_description_log_eventc          mysqld       565459f19d80            1           68
_ZN9Log_event14read_log_eventEPKcjPS1_PK28Format_description_log_eventc          mysqld       565459f191e0            1           80
_ZN19Gtid_list_log_event5writeEv          mysqld       565459f14aa0            1           59
_ZN19Gtid_list_log_event9to_packetEP6String          mysqld       565459f149a0            1           64
_ZN19Gtid_list_log_eventC1EP16rpl_binlog_statej          mysqld       565459f14750            1           44
_ZN27Binlog_checkpoint_log_eventC2EPKcj          mysqld       565459f14170            1           27
_Z16get_checksum_algPKcm          mysqld       565459f12530            1          116
_ZN28Format_description_log_eventC2EPKcjPKS_          mysqld       565459f12410            1           50
_ZN18Start_log_event_v3C2EPKcjPK28Format_description_log_event          mysqld       565459f11c80            1           44
_ZN9Log_event14read_log_eventEP11st_io_cacheP6StringPK28Format_description_log_event24enum_binlog_checksum_alg          mysqld       565459f0f120            1           91
_ZN27Binlog_checkpoint_log_event5writeEv          mysqld       565459f0e8e0            1           38
_ZN9Log_eventC1EPKcPK28Format_description_log_event          mysqld       565459f0cc00            1           28
_Z24mysql_unlock_some_tablesP3THDPP5TABLEj          mysqld       565459f04cd0            1           16
_ZN27Binlog_checkpoint_log_eventD2Ev          mysqld       565459f03710            1           20
_ZN25Log_to_file_event_handlerD0Ev          mysqld       565459f03560            1            4
  _ZN12TC_LOG_DUMMYD1Ev          mysqld       565459f03530            1            4
   _ZN11TC_LOG_MMAPD1Ev          mysqld       565459f03510            1            4
 _ZN13MYSQL_BIN_LOGD2Ev          mysqld       565459f034b0            1           18
_ZN13MYSQL_BIN_LOG4openEPKc          mysqld       565459f01080            1           24
_ZN13MYSQL_BIN_LOG4openEPKc13enum_log_typeS1_m10cache_typembb          mysqld       565459efd080            1          408
_ZN13MYSQL_BIN_LOG18do_binlog_recoveryEPKcb          mysqld       565459efccc0            1          195
binlog_background_thread          mysqld       565459efbe80            1          153
_ZN6TC_LOG23using_heuristic_recoverEv          mysqld       565459efb2b0            1            5
_ZN13MYSQL_BIN_LOG29clear_inuse_flag_when_closingEi          mysqld       565459ef8dc0            1           27
_ZN13MYSQL_BIN_LOG22purge_logs_before_dateEl          mysqld       565459ef7210            1          111
_ZN13MYSQL_BIN_LOG15open_index_fileEPKcS1_b          mysqld       565459ef6910            1          105
_ZN13MYSQL_BIN_LOG17purge_index_entryEP3THDPyb          mysqld       565459ef63e0            1          101
_ZN6LOGGER15init_log_tablesEv          mysqld       565459ef5ef0            1           43
_ZN9MYSQL_LOG4openEjPKc13enum_log_typeS1_m10cache_type          mysqld       565459ef58c0            1           99
_ZN9MYSQL_LOG26init_and_set_log_file_nameEPKcS1_m13enum_log_type10cache_type          mysqld       565459ef5860            1           29
_ZN9MYSQL_LOG17generate_new_nameEPcPKcm          mysqld       565459ef57a0            1           35
_ZN13MYSQL_BIN_LOG20read_state_from_fileEv          mysqld       565459ef3bd0            1           81
_ZN13MYSQL_BIN_LOG19write_state_to_fileEv          mysqld       565459ef39d0            1           88
_ZN13MYSQL_BIN_LOG25set_purge_index_file_nameEPKc          mysqld       565459ef3980            1           14
_ZN6LOGGER12cleanup_baseEv          mysqld       565459ef34c0            1           48
_Z11open_binlogP11st_io_cachePKcPS2_          mysqld       565459ef2fe0            1           58
_Z18check_binlog_magicP11st_io_cachePPKc          mysqld       565459ef2f00            1           36
_ZN13MYSQL_BIN_LOG13can_purge_logEPKc          mysqld       565459ef1b90            1           58
_ZN13MYSQL_BIN_LOG9is_activeEPKc          mysqld       565459ef1b70            1            8
_ZN13MYSQL_BIN_LOG15is_xidlist_idleEv          mysqld       565459ef1a30            1           31
_ZN13MYSQL_BIN_LOG22is_xidlist_idle_nolockEv          mysqld       565459ef19e0            1           19
_ZN13MYSQL_BIN_LOG27register_create_index_entryEPKc          mysqld       565459ef19d0            1            4
_ZN13MYSQL_BIN_LOG26register_purge_index_entryEPKc          mysqld       565459ef1910            1           33
_ZN13MYSQL_BIN_LOG21sync_purge_index_fileEv          mysqld       565459ef18c0            1           16
_ZN13MYSQL_BIN_LOG4initEm          mysqld       565459ef0e80            1            5
_ZN9MYSQL_LOG13generate_nameEPKcS1_bPc          mysqld       565459ef0af0            1           29
 _ZN6LOGGER9init_baseEv          mysqld       565459ef0a20            1           41
_ZN25Log_to_file_event_handler20init_pthread_objectsEv          mysqld       565459ef09f0            1           12
_ZN9MYSQL_LOG4initE13enum_log_type10cache_type          mysqld       565459ef0920            1            6
_ZN6LOGGER11cleanup_endEv          mysqld       565459ef0130            1           16
_ZN24Log_to_csv_event_handlerC1Ev          mysqld       565459eeff80            1            7
_Z21make_default_log_namePPcPKcb          mysqld       565459eefd50            1           36
_Z18setup_log_handlingv          mysqld       565459eefd10            1            5
_ZN13MYSQL_BIN_LOG5closeEv          mysqld       565459eeeeb0            1            4
_ZN24Log_to_csv_event_handlerD2Ev          mysqld       565459eeed90            1            4
  _ZN12Item_sum_sumD0Ev          mysqld       565459edc9d0            1           22
_ZN8Item_sum16mark_as_sum_funcEv          mysqld       565459ed9690            1           20
   _Z15uuid_short_initv          mysqld       565459e94b90            1           14
_Z20item_func_sleep_freev          mysqld       565459e91730            1           16
_Z20item_func_sleep_initv          mysqld       565459e916d0            1           26
_ZN21Create_func_year_weekD2Ev          mysqld       565459e82db0            1            4
 _ZN13Create_func_yD1Ev          mysqld       565459e82da0            1            4
_ZN22Create_func_xml_updateD2Ev          mysqld       565459e82d90            1            4
_ZN28Create_func_xml_extractvalueD1Ev          mysqld       565459e82d80            1            4
 _ZN13Create_func_xD2Ev          mysqld       565459e82d70            1            4
_ZN18Create_func_withinD1Ev          mysqld       565459e82d60            1            4
_ZN22Create_func_mbr_withinD2Ev          mysqld       565459e82d50            1            4
_ZN22Create_func_weekofyearD1Ev          mysqld       565459e82d40            1            4
_ZN19Create_func_weekdayD2Ev          mysqld       565459e82d30            1            4
_ZN19Create_func_versionD1Ev          mysqld       565459e82d20            1            4
_ZN22Create_func_uuid_shortD1Ev          mysqld       565459e82d10            1            4
_ZN16Create_func_uuidD2Ev          mysqld       565459e82d00            1            4
_ZN26Create_func_unix_timestampD1Ev          mysqld       565459e82cf0            1            4
_ZN17Create_func_unhexD2Ev          mysqld       565459e82ce0            1            4
_ZN31Create_func_uncompressed_lengthD2Ev          mysqld       565459e82cd0            1            4
