Procedure;Image;Calls;Instructions
Item_sum_sum::field_type() const;mysqld;1251;8757
Field_string::max_packed_col_length(unsigned int);mysqld;1250;8750
std::istreambuf_iterator<char, std::char_traits<char> > std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > >::_M_extract_int<long>(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, std::_Ios_Iostate&, long&) const;libstdc++.so.6;35;8678
__errno_location@plt;libgalera_smm.so;8633;8633
my_hash_free;mysqld;337;8556
SHA1_Final;libcrypto.so.1.0.0;89;8423
_nss_files_parse_grent;libc.so.6;57;8421
Delete_rows_log_event::Delete_rows_log_event(THD*, TABLE*, unsigned long, bool);mysqld;486;8262
_nss_files_parse_pwent;libc.so.6;31;8192
wsrep_xid_seqno(xid_t const&);mysqld;629;8177
TABLE::prepare_triggers_for_delete_stmt_or_event();mysqld;625;8125
Sys_var_integer<unsigned long, 6ul, (enum_mysql_show_type)3>::Sys_var_integer(char const*, char const*, int, long, unsigned long, CMD_LINE, unsigned long, unsigned long, unsigned long, unsigned int, PolyLock*, sys_var::binlog_status_enum, bool (*)(sys_var*, THD*, set_var*), bool (*)(sys_var*, THD*, enum_var_type), char const*);mysqld;102;8095
unsigned long gcomm::serialize<gcomm::gmcast::Message>(gcomm::gmcast::Message const&, std::vector<unsigned char, std::allocator<unsigned char> >&);libgalera_smm.so;15;7998
my_strcasecmp_8bit;mysqld;347;7943
gu::datetime::Period::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&);libgalera_smm.so;23;7828
Update_rows_log_event::binlog_row_logging_function(THD*, TABLE*, bool, unsigned char const*, unsigned char const*);mysqld;968;7744
std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter> > std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter> > >::_M_insert_unique_<std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter> > >::_Alloc_node>(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter> const&, std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter> > >::_Alloc_node&) [clone .isra.60] [clone .constprop.62];libgalera_smm.so;52;7725
my_open_parent_dir_nosymlinks;mysqld;20;7718
std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)@plt;libgalera_smm.so;7694;7694
__pread_nocancel;libpthread.so.0;0;7686
handler::column_bitmaps_signal();mysqld;1918;7672
std::basic_istream<char, std::char_traits<char> >::sentry::sentry(std::basic_istream<char, std::char_traits<char> >&, bool);libstdc++.so.6;157;7638
std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::reserve(unsigned long);libstdc++.so.6;185;7529
Type_handler_hybrid_field_type::get_handler_by_result_type(Item_result) const;mysqld;626;7512
_dl_deallocate_tls;ld-linux-x86-64.so.2;32;7499
gu::URI::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool);libgalera_smm.so;18;7483
_IO_fflush;libc.so.6;178;7474
gcomm::gmcast::Proto::send_topology_change(gcomm::gmcast::LinkMap&);libgalera_smm.so;10;7454
Field::clone(st_mem_root*, TABLE*);mysqld;212;7420
thd_wait_end;mysqld;585;7338
std::_Rb_tree<long, std::pair<long const, void const*>, std::_Select1st<std::pair<long const, void const*> >, std::less<long>, std::allocator<std::pair<long const, void const*> > >::_M_erase(std::_Rb_tree_node<std::pair<long const, void const*> >*);libgalera_smm.so;36;7225
check_table_name(char const*, unsigned long, bool);mysqld;37;7215
sendmsg;libpthread.so.0;3594;7188
gcomm::evs::Proto::handle_timers();libgalera_smm.so;176;7181
thr_lock_data_init;mysqld;652;7172
realpath;libc.so.6;25;7129
lex_end(LEX*);mysqld;645;7095
Field_enum::val_str(String*, String*);mysqld;205;6970
asio::detail::timer_queue<asio::detail::forwarding_posix_time_traits>::remove_timer(asio::detail::timer_queue<asio::detail::forwarding_posix_time_traits>::per_timer_data&);libgalera_smm.so;148;6956
galera::MappedBuffer::MappedBuffer(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long);libgalera_smm.so;632;6952
void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [clone .isra.308];libgalera_smm.so;187;6910
boost::detail::sp_counted_impl_p<std::vector<unsigned char, std::allocator<unsigned char> > >::~sp_counted_impl_p();libgalera_smm.so;6891;6891
Delete_rows_log_event::~Delete_rows_log_event();mysqld;486;6804
gcomm::AsioTcpAcceptor::id() const;libgalera_smm.so;3381;6762
_init;libnuma.so.1;2;6724
gu::Config::add(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&);libgalera_smm.so;16;6705
gu::Histogram::Histogram(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&);libgalera_smm.so;3;6669
std::vector<gu::RegEx::Match, std::allocator<gu::RegEx::Match> >::operator=(std::vector<gu::RegEx::Match, std::allocator<gu::RegEx::Match> > const&);libgalera_smm.so;18;6604
thr_lock_init;mysqld;75;6600
Field_string::size_of() const;mysqld;1311;6555
Locked_tables_list::unlock_locked_tables(THD*);mysqld;651;6510
MDL_lock::MDL_object_lock::incompatible_waiting_types_bitmap() const;mysqld;1292;6460
btowc;libc.so.6;256;6400
numa_bitmask_weight;libnuma.so.1;2;6356
galera::Certification::test(galera::TrxHandle*, bool);libgalera_smm.so;632;6320
THD::set_status_var_init();mysqld;26;6318
THD::inc_status_created_tmp_tables();mysqld;629;6290
std::_Rb_tree<gcomm::UUID, gcomm::UUID, std::_Identity<gcomm::UUID>, std::less<gcomm::UUID>, std::allocator<gcomm::UUID> >::_M_insert_unique(gcomm::UUID const&);libgalera_smm.so;124;6267
alloc_table_share(char const*, char const*, char const*, unsigned int);mysqld;23;6256
Type_handler_newdecimal::field_type() const;mysqld;1251;6255
Filesort::cleanup();mysqld;1250;6250
Field::max_packed_col_length(unsigned int);mysqld;1250;6250
THD::inc_status_sort_scan();mysqld;625;6250
THD::inc_status_sort_range();mysqld;625;6250
Item_result_field::get_tmp_table_field();mysqld;1250;6250
boost::date_time::split_timedate_system<boost::posix_time::posix_time_system_config>::subtract_times(boost::posix_time::simple_time_rep const&, boost::posix_time::simple_time_rep const&);libgalera_smm.so;148;6216
ha_lock_engine(THD*, handlerton const*);mysqld;687;6183
unsigned long asio::detail::epoll_reactor::cancel_timer<asio::time_traits<boost::posix_time::ptime> >(asio::detail::timer_queue<asio::time_traits<boost::posix_time::ptime> >&, asio::detail::timer_queue<asio::time_traits<boost::posix_time::ptime> >::per_timer_data&, unsigned long);libgalera_smm.so;148;6180
Sys_var_mybool::Sys_var_mybool(char const*, char const*, int, long, unsigned long, CMD_LINE, char, PolyLock*, sys_var::binlog_status_enum, bool (*)(sys_var*, THD*, set_var*), bool (*)(sys_var*, THD*, enum_var_type), char const*);mysqld;76;6104
get_field(st_mem_root*, Field*, String*);mysqld;91;6032
unwind_stop;libpthread.so.0;162;5964
my_hash_init2;mysqld;212;5936
std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::swap(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&);libstdc++.so.6;248;5822
gu::Logger::no_debug(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int);libgalera_smm.so;276;5796
sk_insert;libcrypto.so.1.0.0;195;5775
std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long);libstdc++.so.6;204;5762
std::basic_string<char, std::char_traits<char>, std::allocator<char> >::push_back(char);libstdc++.so.6;230;5750
gcomm::evs::InspectNode::operator()(std::pair<gcomm::UUID const, gcomm::evs::Node>&) const;libgalera_smm.so;138;5658
_IO_file_write;libc.so.6;152;5644
__pthread_setspecific;libpthread.so.0;168;5644
handler::adjust_next_insert_id_after_explicit_value(unsigned long long);mysqld;625;5625
Field::get_identical_copy_func() const;mysqld;625;5625
TABLE_LIST::containing_subselect();mysqld;625;5625
plugin_init(int*, char**, int);mysqld;1;5601
my_register_filename;mysqld;96;5540
my_close;mysqld;95;5519
Session_tracker::enable(THD*);mysqld;26;5510
lh_doall;libcrypto.so.1.0.0;5;5498
THD::~THD();mysqld;21;5465
handle_timers_helper(gcomm::Protonet&, gu::datetime::Period const&);libgalera_smm.so;176;5456
parse_authority(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, gu::RegEx::Match&, gu::RegEx::Match&, gu::RegEx::Match&) [clone .constprop.112];libgalera_smm.so;20;5428
std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_float<double>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, char, double) const;libstdc++.so.6;44;5372
gcomm::evs::Proto::send_down(gcomm::Datagram&, gcomm::ProtoDownMeta const&);libgalera_smm.so;1790;5370
tablename_to_filename(char const*, char*, unsigned int);mysqld;134;5360
gcomm::PC::handle_down(gcomm::Datagram&, gcomm::ProtoDownMeta const&);libgalera_smm.so;760;5320
acl_reload(THD*);mysqld;1;5319
gcomm::GMCast::reconnect();libgalera_smm.so;52;5313
THD::find_tmp_table_share_w_base_key(char const*, unsigned int);mysqld;204;5304
std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&);libgalera_smm.so;35;5302
epoll_wait@plt;libgalera_smm.so;5283;5283
std::_Rb_tree_node<std::pair<gcomm::UUID const, gcomm::evs::MessageNode> >* std::_Rb_tree<gcomm::UUID, std::pair<gcomm::UUID const, gcomm::evs::MessageNode>, std::_Select1st<std::pair<gcomm::UUID const, gcomm::evs::MessageNode> >, std::less<gcomm::UUID>, std::allocator<std::pair<gcomm::UUID const, gcomm::evs::MessageNode> > >::_M_copy<std::_Rb_tree<gcomm::UUID, std::pair<gcomm::UUID const, gcomm::evs::MessageNode>, std::_Select1st<std::pair<gcomm::UUID const, gcomm::evs::MessageNode> >, std::less<gcomm::UUID>, std::allocator<std::pair<gcomm::UUID const, gcomm::evs::MessageNode> > >::_Alloc_node>(std::_Rb_tree_node<std::pair<gcomm::UUID const, gcomm::evs::MessageNode> > const*, std::_Rb_tree_node<std::pair<gcomm::UUID const, gcomm::evs::MessageNode> >*, std::_Rb_tree<gcomm::UUID, std::pair<gcomm::UUID const, gcomm::evs::MessageNode>, std::_Select1st<std::pair<gcomm::UUID const, gcomm::evs::MessageNode> >, std::less<gcomm::UUID>, std::allocator<std::pair<gcomm::UUID const, gcomm::evs::MessageNode> > >::_Alloc_node&);libgalera_smm.so;60;5264
parse_engine_table_options(THD*, handlerton*, TABLE_SHARE*);mysqld;25;5255
gcomm::Datagram::Datagram();libgalera_smm.so;97;5238
Grant_tables::Grant_tables(int, thr_lock_type);mysqld;2;5183
mysql_add_sys_var_chain(sys_var*);mysqld;5;5150
plugin_thdvar_init(THD*);mysqld;28;5060
_my_thread_var;mysqld;842;5052
bulk_parameters_iterations(THD*);mysqld;629;5032
gcomm::GMCast::is_connected(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, gcomm::UUID const&) const;libgalera_smm.so;107;5027
Item_int::decimal_precision() const;mysqld;626;5008
gu::Logger::~Logger();libgalera_smm.so;46;5006
LOGGER::error_log_print(loglevel, char const*, __va_list_tag*);mysqld;139;5004
Aggregator_simple::endup();mysqld;1250;5000
plugin_unlock_list(THD*, st_plugin_int**, unsigned int);mysqld;69;4968
recvmsg@plt;libgalera_smm.so;4959;4959
my_hash_search_using_hash_value;mysqld;707;4949
realloc;ld-linux-x86-64.so.2;0;4937
build_table_filename(char*, unsigned long, char const*, char const*, char const*, unsigned int);mysqld;68;4894
gu::Config::set(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&);libgalera_smm.so;28;4877
Delete_rows_log_event::get_general_type_code();mysqld;972;4860
std::ios_base::~ios_base();libstdc++.so.6;302;4832
lex_init();mysqld;1;4774
std::istreambuf_iterator<char, std::char_traits<char> > std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > >::_M_extract_int<long long>(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, std::_Ios_Iostate&, long long&) const;libstdc++.so.6;25;4768
Field_str::Field_str(unsigned char*, unsigned int, unsigned char*, unsigned char, Field::utype, char const*, charset_info_st const*);mysqld;174;4756
std::basic_istream<char, std::char_traits<char> >& std::operator>><char, std::char_traits<char>, std::allocator<char> >(std::basic_istream<char, std::char_traits<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&);libstdc++.so.6;34;4676
gcomm::evs::GapMessage::serial_size() const;libgalera_smm.so;934;4670
readdir;libc.so.6;114;4670
std::_Rb_tree_rebalance_for_erase(std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)@plt;libgalera_smm.so;4624;4624
wsrep_show_status(THD*, st_mysql_show_var*, char*, enum_var_type);mysqld;4;4600
gcomm::Conf::register_params(gu::Config&);libgalera_smm.so;1;4587
gcomm::evs::Proto::populate_node_list(gcomm::evs::MessageNodeList*) const;libgalera_smm.so;15;4559
OPENSSL_cleanse;libcrypto.so.1.0.0;63;4554
gu::strsplit(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char);libgalera_smm.so;21;4532
strdup_root;mysqld;299;4485
gcomm::evs::Proto::reset_timer(gcomm::evs::Proto::Timer);libgalera_smm.so;84;4438
wsrep_thd_trx_seqno;mysqld;633;4431
__read_nocancel;libpthread.so.0;4;4427
thd_wakeup_subsequent_commits;mysqld;631;4417
wsrep_write_cache(wsrep*, THD*, st_io_cache*, unsigned long*);mysqld;629;4403
Table_check_intact::check(TABLE*, st_table_field_def const*);mysqld;7;4390
gcomm::GMCast::update_addresses();libgalera_smm.so;6;4387
Aggregator_simple::clear();mysqld;625;4375
Aggregator_simple::setup(THD*);mysqld;625;4375
strlen@plt;libgalera_smm.so;4347;4347
add_diff_to_status(system_status_var*, system_status_var*, system_status_var*);mysqld;4;4340
rindex;libc.so.6;96;4337
std::_Rb_tree_increment(std::_Rb_tree_node_base*)@plt;libgalera_smm.so;4302;4302
std::_Rb_tree_increment(std::_Rb_tree_node_base*);libstdc++.so.6;4302;4302
gcomm::MapBase<gcomm::UUID, gcomm::gmcast::Node, std::map<gcomm::UUID, gcomm::gmcast::Node, std::less<gcomm::UUID>, std::allocator<std::pair<gcomm::UUID const, gcomm::gmcast::Node> > > >::unserialize(unsigned char const*, unsigned long, unsigned long);libgalera_smm.so;7;4284
std::_Rb_tree_increment(std::_Rb_tree_node_base const*)@plt;libgalera_smm.so;4281;4281
std::locale::id::_M_id() const@plt;libstdc++.so.6;4175;4177
gcomm::GMCast::handle_timers();libgalera_smm.so;176;4172
std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, gu::Config::Parameter, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter> > >::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&);libgalera_smm.so;12;4160
EVP_DigestInit_ex;libcrypto.so.1.0.0;75;4142
build_frm_image(THD*, char const*, HA_CREATE_INFO*, List<Create_field>&, unsigned int, st_key*, handler*);mysqld;2;4089
